State,County,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Alabama,Autauga,46,17,,,,,
Alabama,Baldwin,153,14,,,,,
Alabama,Barbour,27,21,,,19,,25
Alabama,Bibb,23,20,,,,,
Alabama,Blount,62,21,,,,,
Alabama,Bullock,13,25,,,,,
Alabama,Butler,21,21,,,,,
Alabama,Calhoun,155,27,,,29,,27
Alabama,Chambers,42,25,,,15,,34
Alabama,Cherokee,36,28,,,,,
Alabama,Chilton,31,14,,,,,
Alabama,Choctaw,10,15,,,,,
Alabama,Clarke,23,19,,,,,
Alabama,Clay,13,19,,,,,
Alabama,Cleburne,16,21,,,,,
Alabama,Coffee,40,15,,,,,
Alabama,Colbert,60,22,,,,,
Alabama,Conecuh,12,19,,,,,
Alabama,Coosa,14,26,,,,,
Alabama,Covington,39,21,,,,,
Alabama,Crenshaw,10,14,,,,,
Alabama,Cullman,62,15,,,,,
Alabama,Dale,54,22,,,,,
Alabama,Dallas,76,39,,,45,,26
Alabama,DeKalb,67,19,,,,,
Alabama,Elmore,95,23,,,22,,24
Alabama,Escambia,46,25,,,17,,29
Alabama,Etowah,95,19,,,13,,20
Alabama,Fayette,18,22,,,,,
Alabama,Franklin,25,16,,,,,
Alabama,Geneva,21,16,,,,,
Alabama,Greene,,,,,,,
Alabama,Hale,19,26,,,,,
Alabama,Henry,17,20,,,,,
Alabama,Houston,91,17,,,18,,18
Alabama,Jackson,61,23,,,,,
Alabama,Jefferson,986,30,,,46,12,19
Alabama,Lamar,10,14,,,,,
Alabama,Lauderdale,63,14,,,,,
Alabama,Lawrence,37,22,,,,,
Alabama,Lee,142,18,,,31,,14
Alabama,Limestone,83,18,,,,,
Alabama,Lowndes,27,53,,,,,
Alabama,Macon,48,51,,,,,
Alabama,Madison,340,19,,,23,,19
Alabama,Marengo,17,18,,,,,
Alabama,Marion,28,19,,,,,
Alabama,Marshall,76,16,,,,,
Alabama,Mobile,517,25,,,35,,20
Alabama,Monroe,22,21,,,23,,19
Alabama,Montgomery,304,27,,,34,,20
Alabama,Morgan,126,21,,,26,,22
Alabama,Perry,,,,,,,
Alabama,Pickens,10,10,,,,,
Alabama,Pike,29,17,,,21,,15
Alabama,Randolph,28,25,,,,,
Alabama,Russell,83,29,,,35,,27
Alabama,Shelby,144,14,,,12,,14
Alabama,St. Clair,73,17,,,,,
Alabama,Sumter,18,28,,,,,
Alabama,Talladega,113,28,,,25,,30
Alabama,Tallapoosa,43,21,,,,,
Alabama,Tuscaloosa,163,16,,,18,,15
Alabama,Walker,78,24,,,,,
Alabama,Washington,18,22,,,,,
Alabama,Wilcox,16,30,,,,,
Alabama,Winston,21,18,,,,,
Alaska,Aleutians East,,,,,,,
Alaska,Aleutians West,,,,,,,
Alaska,Anchorage,342,23,37,13,41,20,22
Alaska,Bethel,28,31,,,,,
Alaska,Bristol Bay,,,,,,,
Alaska,Denali,,,,,,,
Alaska,Dillingham,,,,,,,
Alaska,Fairbanks North Star,128,26,51,,,,24
Alaska,Haines,,,,,,,
Alaska,Hoonah-Angoon,,,,,,,
Alaska,Juneau,28,17,,,,,
Alaska,Kenai Peninsula,61,21,,,,,
Alaska,Ketchikan Gateway,13,19,,,,,
Alaska,Kodiak Island,14,21,,,,,
Alaska,Kusilvak,27,66,,,,,
Alaska,Lake and Peninsula,,,,,,,
Alaska,Matanuska-Susitna,117,22,38,,,,21
Alaska,Nome,16,32,,,,,
Alaska,North Slope,16,33,,,,,
Alaska,Northwest Arctic,22,57,,,,,
Alaska,Petersburg,,,,,,,
Alaska,Prince of Wales-Hyder,,,,,,,
Alaska,Sitka,,,,,,,
Alaska,Skagway,,,,,,,
Alaska,Southeast Fairbanks,,,,,,,
Alaska,Valdez-Cordova,,,,,,,
Alaska,Wrangell,,,,,,,
Alaska,Yakutat,,,,,,,
Alaska,Yukon-Koyukuk,,,,,,,
Arizona,Apache,58,16,12,,,,37
Arizona,Cochise,125,20,,,,9,28
Arizona,Coconino,106,15,9,,,,20
Arizona,Gila,71,26,,,,,
Arizona,Graham,27,14,,,,18,15
Arizona,Greenlee,,,,,,,
Arizona,La Paz,43,42,,,,,
Arizona,Maricopa,3033,14,10,5,23,10,16
Arizona,Mohave,285,27,,,,12,31
Arizona,Navajo,113,21,12,,,,33
Arizona,Pima,862,17,18,7,24,12,20
Arizona,Pinal,316,15,29,,,8,18
Arizona,Santa Cruz,17,7,,,,,
Arizona,Yavapai,302,26,,,,7,30
Arizona,Yuma,121,12,,,,7,21
Arkansas,Arkansas County,17,19,,,,,
Arkansas,Ashley,23,23,,,,,
Arkansas,Baxter,60,29,,,,,
Arkansas,Benton,142,11,,,,,
Arkansas,Boone,39,21,,,,,
Arkansas,Bradley,10,18,,,,,
Arkansas,Calhoun,,,,,,,
Arkansas,Carroll,21,15,,,,,
Arkansas,Chicot,11,21,,,,,
Arkansas,Clark,12,11,,,,,
Arkansas,Clay,14,19,,,,,
Arkansas,Cleburne,28,22,,,,,
Arkansas,Cleveland,,,,,,,
Arkansas,Columbia,23,19,,,,,
Arkansas,Conway,16,15,,,,,
Arkansas,Craighead,93,17,,,22,,18
Arkansas,Crawford,43,14,,,,,
Arkansas,Crittenden,65,27,,,34,,20
Arkansas,Cross,14,17,,,,,
Arkansas,Dallas,11,30,,,,,
Arkansas,Desha,13,22,,,,,
Arkansas,Drew,18,19,,,,,
Arkansas,Faulkner,92,15,,,16,,16
Arkansas,Franklin,17,19,,,,,
Arkansas,Fulton,13,21,,,,,
Arkansas,Garland,125,25,,,38,,25
Arkansas,Grant,20,22,,,,,
Arkansas,Greene,53,24,,,,,
Arkansas,Hempstead,14,13,,,,,
Arkansas,Hot Spring,39,23,,,,,
Arkansas,Howard,,,,,,,
Arkansas,Independence,33,18,,,,,
Arkansas,Izard,14,21,,,,,
Arkansas,Jackson,11,13,,,,,
Arkansas,Jefferson,126,36,,,43,,29
Arkansas,Johnson,25,19,,,,,
Arkansas,Lafayette,12,35,,,,,
Arkansas,Lawrence,15,18,,,,,
Arkansas,Lee,,,,,,,
Arkansas,Lincoln,,,,,,,
Arkansas,Little River,10,16,,,,,
Arkansas,Logan,17,16,,,,,
Arkansas,Lonoke,57,16,,,,,
Arkansas,Madison,11,14,,,,,
Arkansas,Marion,23,28,,,,,
Arkansas,Miller,43,20,,,,,
Arkansas,Mississippi,71,34,,,73,,10
Arkansas,Monroe,,,,,,,
Arkansas,Montgomery,,,,,,,
Arkansas,Nevada,,,,,,,
Arkansas,Newton,13,33,,,,,
Arkansas,Ouachita,12,10,,,,,
Arkansas,Perry,,,,,,,
Arkansas,Phillips,46,50,,,,,
Arkansas,Pike,,,,,,,
Arkansas,Poinsett,27,23,,,,,
Arkansas,Polk,28,28,,,,,
Arkansas,Pope,55,17,,,,,
Arkansas,Prairie,,,,,,,
Arkansas,Pulaski,489,25,,,34,17,20
Arkansas,Randolph,18,20,,,,,
Arkansas,Saline,106,18,,,,,
Arkansas,Scott,,,,,,,
Arkansas,Searcy,12,30,,,,,
Arkansas,Sebastian,96,15,,,,,
Arkansas,Sevier,13,15,,,,,
Arkansas,Sharp,19,22,,,,,
Arkansas,St. Francis,25,19,,,22,,19
Arkansas,Stone,17,27,,,,,
Arkansas,Union,39,20,,,31,,16
Arkansas,Van Buren,10,12,,,,,
Arkansas,Washington,126,11,,,,,
Arkansas,White,55,14,,,,,
Arkansas,Woodruff,,,,,,,
Arkansas,Yell,15,14,,,,,
California,Alameda,613,7,,2,28,7,7
California,Alpine,,,,,,,
California,Amador,34,18,,,,,
California,Butte,162,14,,,,9,16
California,Calaveras,49,22,,,,,
California,Colusa,,,,,,,
California,Contra Costa,468,8,,2,29,6,7
California,Del Norte,20,15,,,,,
California,El Dorado,103,11,,,,,
California,Fresno,477,10,,6,31,8,11
California,Glenn,28,20,,,,,
California,Humboldt,119,17,43,,,,18
California,Imperial,48,5,,,,4,16
California,Inyo,12,13,,,,,
California,Kern,593,13,,5,30,11,15
California,Kings,67,9,,,,8,9
California,Lake,77,24,,,,20,25
California,Lassen,23,15,,,,,
California,Los Angeles,3746,7,7,3,20,6,8
California,Madera,65,8,,,,6,12
California,Marin,80,6,,,,,
California,Mariposa,16,18,,,,,
California,Mendocino,65,15,,,,,
California,Merced,121,9,,,21,8,10
California,Modoc,,,,,,,
California,Mono,,,,,,,
California,Monterey,248,11,,,,12,12
California,Napa,49,7,,,,,
California,Nevada,69,14,,,,,
California,Orange,760,5,,2,7,4,7
California,Placer,123,6,,,,4,7
California,Plumas,19,20,,,,,
California,Riverside,957,8,21,3,13,5,11
California,Sacramento,739,10,,5,19,7,10
California,San Benito,21,7,,,,,
California,San Bernardino,1099,10,,3,20,7,15
California,San Diego,1076,6,,2,12,4,9
California,San Francisco,230,5,,2,32,8,4
California,San Joaquin,438,12,,8,36,9,11
California,San Luis Obispo,129,9,,,,,
California,San Mateo,164,4,,2,13,4,6
California,Santa Barbara,169,8,,,,5,11
California,Santa Clara,399,4,,2,8,4,7
California,Santa Cruz,104,8,,,,5,9
California,Shasta,152,17,,,,,
California,Sierra,,,,,,,
California,Siskiyou,43,20,,,,,
California,Solano,256,12,,4,27,8,11
California,Sonoma,154,6,,,,3,8
California,Stanislaus,193,7,,,13,4,10
California,Sutter,52,11,,,,8,15
California,Tehama,55,17,,,,12,20
California,Trinity,24,38,,,,,
California,Tulare,242,10,,,,9,13
California,Tuolumne,35,13,,,,,
California,Ventura,309,7,,,,5,10
California,Yolo,58,5,,,,5,7
California,Yuba,66,17,,,,11,20
Colorado,Adams,327,13,,,18,8,16
Colorado,Alamosa,15,18,,,,,
Colorado,Arapahoe,385,12,,6,19,8,12
Colorado,Archuleta,16,24,,,,,
Colorado,Baca,,,,,,,
Colorado,Bent,,,,,,,
Colorado,Boulder,149,9,,,,,
Colorado,Broomfield,41,12,,,,,
Colorado,Chaffee,20,20,,,,,
Colorado,Cheyenne,,,,,,,
Colorado,Clear Creek,13,27,,,,,
Colorado,Conejos,18,44,,,,,
Colorado,Costilla,,,,,,,
Colorado,Crowley,,,,,,,
Colorado,Custer,11,46,,,,,
Colorado,Delta,44,29,,,,,
Colorado,Denver,467,13,,8,29,11,12
Colorado,Dolores,,,,,,,
Colorado,Douglas,163,10,,,,7,10
Colorado,Eagle,22,8,,,,,
Colorado,El Paso,683,20,,9,22,17,20
Colorado,Elbert,14,11,,,,,
Colorado,Fremont,57,24,,,,,
Colorado,Garfield,44,15,,,,,
Colorado,Gilpin,,,,,,,
Colorado,Grand,12,16,,,,,
Colorado,Gunnison,22,26,,,,,
Colorado,Hinsdale,,,,,,,
Colorado,Huerfano,12,36,,,,,
Colorado,Jackson,,,,,,,
Colorado,Jefferson,331,12,,,24,7,13
Colorado,Kiowa,,,,,,,
Colorado,Kit Carson,,,,,,,
Colorado,La Plata,54,19,,,,,
Colorado,Lake,,,,,,,
Colorado,Larimer,232,13,,,,5,15
Colorado,Las Animas,23,32,,,,40,29
Colorado,Lincoln,,,,,,,
Colorado,Logan,16,15,,,,,
Colorado,Mesa,166,22,,,,14,23
Colorado,Mineral,,,,,,,
Colorado,Moffat,12,18,,,,,
Colorado,Montezuma,33,25,,,,,
Colorado,Montrose,43,21,,,,,
Colorado,Morgan,16,11,,,,,
Colorado,Otero,16,17,,,,,
Colorado,Ouray,,,,,,,
Colorado,Park,36,40,,,,,
Colorado,Phillips,,,,,,,
Colorado,Pitkin,11,12,,,,,
Colorado,Prowers,,,,,,,
Colorado,Pueblo,173,21,,,,17,23
Colorado,Rio Blanco,,,,,,,
Colorado,Rio Grande,,,,,,,
Colorado,Routt,11,9,,,,,
Colorado,Saguache,,,,,,,
Colorado,San Juan,,,,,,,
Colorado,San Miguel,,,,,,,
Colorado,Sedgwick,,,,,,,
Colorado,Summit,17,11,,,,,
Colorado,Teller,26,21,,,,,
Colorado,Washington,,,,,,,
Colorado,Weld,183,12,,,,7,14
Colorado,Yuma,,,,,,,
Connecticut,Fairfield,182,4,,,10,2,4
Connecticut,Hartford,237,5,,,12,6,4
Connecticut,Litchfield,60,7,,,,,
Connecticut,Middlesex,46,6,,,,,
Connecticut,New Haven,248,6,,,15,4,5
Connecticut,New London,75,6,,,11,,6
Connecticut,Tolland,44,6,,,,,
Connecticut,Windham,33,6,,,,,
Delaware,Kent,96,11,,,14,,11
Delaware,New Castle,339,12,,,25,,9
Delaware,Sussex,99,9,,,13,,9
Florida,Alachua,122,9,,,10,,11
Florida,Baker,23,16,,,,,
Florida,Bay,158,17,,,9,,20
Florida,Bradford,19,14,,,,,
Florida,Brevard,480,16,,,20,5,18
Florida,Broward,986,10,,5,14,5,13
Florida,Calhoun,,,,,,,
Florida,Charlotte,134,15,,,,,
Florida,Citrus,156,21,,,,,
Florida,Clay,137,13,,,13,,15
Florida,Collier,162,9,,,,4,11
Florida,Columbia,63,18,,,,,
Florida,DeSoto,27,15,,,,,
Florida,Dixie,17,21,,,,,
Florida,Duval,968,21,,,32,12,17
Florida,Escambia,256,16,,,18,13,17
Florida,Flagler,81,15,,,,,
Florida,Franklin,,,,,,,
Florida,Gadsden,35,15,,,12,,25
Florida,Gilchrist,18,20,,,,,
Florida,Glades,12,17,,,,,
Florida,Gulf,14,18,,,,,
Florida,Hamilton,12,17,,,,,
Florida,Hardee,14,10,,,,,
Florida,Hendry,38,19,,,,11,30
Florida,Hernando,139,15,,,,9,16
Florida,Highlands,96,19,,,29,,21
Florida,Hillsborough,828,12,,3,16,6,14
Florida,Holmes,19,19,,,,,
Florida,Indian River,115,15,,,15,,17
Florida,Jackson,39,16,,,15,,16
Florida,Jefferson,10,14,,,,,
Florida,Lafayette,,,,,,,
Florida,Lake,254,15,,,13,5,17
Florida,Lee,485,13,,,25,5,14
Florida,Leon,150,10,,,11,,11
Florida,Levy,36,18,,,,,
Florida,Liberty,,,,,,,
Florida,Madison,14,15,,,,,
Florida,Manatee,292,15,,,32,8,15
Florida,Marion,336,19,,,21,7,21
Florida,Martin,100,13,,,23,,14
Florida,Miami-Dade,1488,11,,,30,6,13
Florida,Monroe,74,19,,,,,
Florida,Nassau,72,17,,,,,
Florida,Okaloosa,166,16,,,20,,18
Florida,Okeechobee,22,11,,,,,
Florida,Orange,755,11,,4,21,8,10
Florida,Osceola,166,9,,,14,5,16
Florida,Palm Beach,903,12,,,23,7,12
Florida,Pasco,359,14,,,12,6,16
Florida,Pinellas,656,14,,,17,5,15
Florida,Polk,418,12,,,14,8,14
Florida,Putnam,87,24,,,28,,25
Florida,Santa Rosa,132,15,,,,,
Florida,Sarasota,292,14,,,26,6,14
Florida,Seminole,241,10,,,17,5,11
Florida,St. Johns,168,14,,,,,
Florida,St. Lucie,207,13,,,16,8,14
Florida,Sumter,72,11,,,,,
Florida,Suwannee,41,19,,,,,
Florida,Taylor,27,25,,,,,
Florida,Union,13,17,,,,,
Florida,Volusia,435,16,,,17,9,18
Florida,Wakulla,30,19,,,,,
Florida,Walton,48,14,,,,,
Florida,Washington,20,16,,,,,
Georgia,Appling,10,11,,,,,
Georgia,Atkinson,11,27,,,,,
Georgia,Bacon,10,18,,,,,
Georgia,Baker,,,,,,,
Georgia,Baldwin,51,23,,,24,,23
Georgia,Banks,14,15,,,,,
Georgia,Barrow,61,15,,,,,
Georgia,Bartow,88,17,,,,,
Georgia,Ben Hill,18,21,,,,,
Georgia,Berrien,20,21,,,,,
Georgia,Bibb,177,23,,,29,,16
Georgia,Bleckley,11,17,,,,,
Georgia,Brantley,13,14,,,,,
Georgia,Brooks,,,,,,,
Georgia,Bryan,30,16,,,,,
Georgia,Bulloch,45,12,,,,,
Georgia,Burke,26,23,,,22,,26
Georgia,Butts,19,16,,,,,
Georgia,Calhoun,,,,,,,
Georgia,Camden,23,9,,,,,
Georgia,Candler,,,,,,,
Georgia,Carroll,74,13,,,10,,15
Georgia,Catoosa,47,14,,,,,
Georgia,Charlton,14,22,,,,,
Georgia,Chatham,324,22,,,31,,18
Georgia,Chattahoochee,10,18,,,,,
Georgia,Chattooga,21,17,,,,,
Georgia,Cherokee,133,11,,,,,
Georgia,Clarke,83,13,,,19,,13
Georgia,Clay,,,,,,,
Georgia,Clayton,262,18,,,20,13,19
Georgia,Clinch,,,,,,,
Georgia,Cobb,385,10,,,11,5,12
Georgia,Coffee,42,19,,,24,,21
Georgia,Colquitt,45,20,,,30,,18
Georgia,Columbia,81,11,,,10,,12
Georgia,Cook,20,23,,,,,
Georgia,Coweta,101,14,,,12,,15
Georgia,Crawford,13,21,,,,,
Georgia,Crisp,33,29,,,28,,31
Georgia,Dade,,,,,,,
Georgia,Dawson,32,26,,,,,
Georgia,Decatur,24,18,,,,,
Georgia,DeKalb,660,18,,4,24,12,11
Georgia,Dodge,20,19,,,,,
Georgia,Dooly,10,15,,,,,
Georgia,Dougherty,90,20,,,20,,21
Georgia,Douglas,97,14,,,11,,19
Georgia,Early,,,,,,,
Georgia,Echols,,,,,,,
Georgia,Effingham,44,15,,,,,
Georgia,Elbert,13,14,,,,,
Georgia,Emanuel,22,19,,,,,
Georgia,Evans,,,,,,,
Georgia,Fannin,27,21,,,,,
Georgia,Fayette,59,10,,,10,,11
Georgia,Floyd,88,18,,,29,,18
Georgia,Forsyth,87,8,,,,,
Georgia,Franklin,26,23,,,,,
Georgia,Fulton,856,16,,3,27,8,9
Georgia,Gilmer,39,26,,,,,
Georgia,Glascock,,,,,,,
Georgia,Glynn,74,17,,,17,,19
Georgia,Gordon,41,14,,,,,
Georgia,Grady,25,20,,,,,
Georgia,Greene,18,21,,,,,
Georgia,Gwinnett,448,10,,5,11,4,13
Georgia,Habersham,31,14,,,,,
Georgia,Hall,126,13,,,14,4,17
Georgia,Hancock,,,,,,,
Georgia,Haralson,26,18,,,,,
Georgia,Harris,21,12,,,,,
Georgia,Hart,15,12,,,,,
Georgia,Heard,11,19,,,,,
Georgia,Henry,171,15,,,14,,17
Georgia,Houston,111,14,,,11,,18
Georgia,Irwin,,,,,,,
Georgia,Jackson,62,18,,,,,
Georgia,Jasper,12,17,,,,,
Georgia,Jeff Davis,,,,,,,
Georgia,Jefferson,13,17,,,,,
Georgia,Jenkins,,,,,,,
Georgia,Johnson,,,,,,,
Georgia,Jones,27,19,,,,,
Georgia,Lamar,13,14,,,,,
Georgia,Lanier,,,,,,,
Georgia,Laurens,41,17,,,24,,14
Georgia,Lee,26,18,,,,,
Georgia,Liberty,57,18,,,23,,18
Georgia,Lincoln,,,,,,,
Georgia,Long,10,11,,,,,
Georgia,Lowndes,75,13,,,15,,13
Georgia,Lumpkin,44,27,,,,,
Georgia,Macon,12,18,,,,,
Georgia,Madison,30,21,,,,,
Georgia,Marion,,,,,,,
Georgia,McDuffie,28,26,,,31,,24
Georgia,McIntosh,11,16,,,,,
Georgia,Meriwether,21,20,,,,,
Georgia,Miller,,,,,,,
Georgia,Mitchell,21,19,,,19,,19
Georgia,Monroe,40,29,,,,,
Georgia,Montgomery,,,,,,,
Georgia,Morgan,15,16,,,,,
Georgia,Murray,18,9,,,,,
Georgia,Muscogee,231,24,,,30,,20
Georgia,Newton,122,23,,,25,,22
Georgia,Oconee,21,11,,,,,
Georgia,Oglethorpe,14,19,,,,,
Georgia,Paulding,106,13,,,7,,16
Georgia,Peach,20,15,,,,,
Georgia,Pickens,29,18,,,,,
Georgia,Pierce,16,17,,,,,
Georgia,Pike,16,17,,,,,
Georgia,Polk,52,25,,,,,
Georgia,Pulaski,12,21,,,,,
Georgia,Putnam,16,15,,,,,
Georgia,Quitman,,,,,,,
Georgia,Rabun,14,17,,,,,
Georgia,Randolph,,,,,,,
Georgia,Richmond,210,21,,,23,,21
Georgia,Rockdale,75,17,,,18,,16
Georgia,Schley,,,,,,,
Georgia,Screven,17,24,,,,,
Georgia,Seminole,,,,,,,
Georgia,Spalding,55,17,,,12,,21
Georgia,Stephens,22,17,,,,,
Georgia,Stewart,,,,,,,
Georgia,Sumter,36,24,,,16,,38
Georgia,Talbot,,,,,,,
Georgia,Taliaferro,,,,,,,
Georgia,Tattnall,18,14,,,,,
Georgia,Taylor,,,,,,,
Georgia,Telfair,11,14,,,,,
Georgia,Terrell,,,,,,,
Georgia,Thomas,22,10,,,,,
Georgia,Tift,31,15,,,20,,14
Georgia,Toombs,24,18,,,31,,16
Georgia,Towns,,,,,,,
Georgia,Treutlen,,,,,,,
Georgia,Troup,67,19,,,19,,21
Georgia,Turner,,,,,,,
Georgia,Twiggs,11,27,,,,,
Georgia,Union,33,28,,,,,
Georgia,Upson,20,15,,,,,
Georgia,Walker,39,11,,,,,
Georgia,Walton,72,16,,,16,,16
Georgia,Ware,28,16,,,24,,13
Georgia,Warren,,,,,,,
Georgia,Washington,18,18,,,,,
Georgia,Wayne,26,17,,,,,
Georgia,Webster,,,,,,,
Georgia,Wheeler,,,,,,,
Georgia,White,24,16,,,,,
Georgia,Whitfield,53,10,,,,,
Georgia,Wilcox,,,,,,,
Georgia,Wilkes,12,24,,,,,
Georgia,Wilkinson,,,,,,,
Georgia,Worth,20,20,,,,,
Hawaii,Hawaii County,76,8,,6,,11,8
Hawaii,Honolulu,149,3,,3,,3,4
Hawaii,Kalawao,,,,,,,
Hawaii,Kauai,24,7,,6,,,8
Hawaii,Maui,32,4,,3,,,6
Idaho,Ada,302,13,,,,7,14
Idaho,Adams,,,,,,,
Idaho,Bannock,85,20,,,,,
Idaho,Bear Lake,,,,,,,
Idaho,Benewah,13,28,,,,,
Idaho,Bingham,37,16,,,,,
Idaho,Blaine,12,11,,,,,
Idaho,Boise,,,,,,,
Idaho,Bonner,51,23,,,,,
Idaho,Bonneville,91,16,,,,,
Idaho,Boundary,,,,,,,
Idaho,Butte,,,,,,,
Idaho,Camas,,,,,,,
Idaho,Canyon,145,13,,,,6,16
Idaho,Caribou,10,29,,,,,
Idaho,Cassia,17,14,,,,,
Idaho,Clark,,,,,,,
Idaho,Clearwater,18,42,,,,,
Idaho,Custer,,,,,,,
Idaho,Elmore,21,16,,,,,
Idaho,Franklin,14,21,,,,,
Idaho,Fremont,,,,,,,
Idaho,Gem,17,20,,,,,
Idaho,Gooding,13,17,,,,,
Idaho,Idaho,21,26,,,,,
Idaho,Jefferson,18,13,,,,,
Idaho,Jerome,18,15,,,,,
Idaho,Kootenai,117,15,,,,,
Idaho,Latah,22,11,,,,,
Idaho,Lemhi,14,36,,,,,
Idaho,Lewis,,,,,,,
Idaho,Lincoln,,,,,,,
Idaho,Madison,10,5,,,,,
Idaho,Minidoka,15,14,,,,,
Idaho,Nez Perce,37,18,,,,,
Idaho,Oneida,,,,,,,
Idaho,Owyhee,14,24,,,,,
Idaho,Payette,20,17,,,,,
Idaho,Power,,,,,,,
Idaho,Shoshone,17,27,,,,,
Idaho,Teton,,,,,,,
Idaho,Twin Falls,69,16,,,,,
Idaho,Valley,,,,,,,
Idaho,Washington,,,,,,,
Illinois,Adams,40,12,,,,,
Illinois,Alexander,,,,,,,
Illinois,Bond,,,,,,,
Illinois,Boone,15,6,,,,,
Illinois,Brown,,,,,,,
Illinois,Bureau,15,9,,,,,
Illinois,Calhoun,,,,,,,
Illinois,Carroll,,,,,,,
Illinois,Cass,,,,,,,
Illinois,Champaign,74,7,,,19,,6
Illinois,Christian,18,11,,,,,
Illinois,Clark,14,18,,,,,
Illinois,Clay,,,,,,,
Illinois,Clinton,11,6,,,,,
Illinois,Coles,17,7,,,,,
Illinois,Cook,3909,15,,1,44,8,5
Illinois,Crawford,,,,,,,
Illinois,Cumberland,,,,,,,
Illinois,De Witt,,,,,,,
Illinois,DeKalb,41,8,,,,,
Illinois,Douglas,,,,,,,
Illinois,DuPage,192,4,,,13,2,4
Illinois,Edgar,,,,,,,
Illinois,Edwards,,,,,,,
Illinois,Effingham,18,11,,,,,
Illinois,Fayette,11,10,,,,,
Illinois,Ford,,,,,,,
Illinois,Franklin,25,13,,,,,
Illinois,Fulton,21,12,,,,,
Illinois,Gallatin,,,,,,,
Illinois,Greene,,,,,,,
Illinois,Grundy,17,7,,,,,
Illinois,Hamilton,,,,,,,
Illinois,Hancock,,,,,,,
Illinois,Hardin,,,,,,,
Illinois,Henderson,,,,,,,
Illinois,Henry,19,8,,,,,
Illinois,Iroquois,20,14,,,,,
Illinois,Jackson,26,9,,,,,
Illinois,Jasper,,,,,,,
Illinois,Jefferson,16,8,,,,,
Illinois,Jersey,16,15,,,,,
Illinois,Jo Daviess,,,,,,,
Illinois,Johnson,,,,,,,
Illinois,Kane,148,6,,,18,4,5
Illinois,Kankakee,58,11,,,28,,7
Illinois,Kendall,34,5,,,23,,4
Illinois,Knox,19,8,,,,,
Illinois,Lake,172,5,,,20,1,5
Illinois,LaSalle,42,8,,,,,
Illinois,Lawrence,,,,,,,
Illinois,Lee,15,9,,,,,
Illinois,Livingston,17,9,,,,,
Illinois,Logan,13,9,,,,,
Illinois,Macon,65,12,,,27,,9
Illinois,Macoupin,24,11,,,,,
Illinois,Madison,137,10,,,27,,9
Illinois,Marion,25,13,,,,,
Illinois,Marshall,,,,,,,
Illinois,Mason,14,21,,,,,
Illinois,Massac,11,15,,,,,
Illinois,McDonough,10,7,,,,,
Illinois,McHenry,75,5,,,,,
Illinois,McLean,50,6,,,13,,5
Illinois,Menard,,,,,,,
Illinois,Mercer,,,,,,,
Illinois,Monroe,18,11,,,,,
Illinois,Montgomery,14,10,,,,,
Illinois,Morgan,,,,,,,
Illinois,Moultrie,,,,,,,
Illinois,Ogle,16,6,,,,,
Illinois,Peoria,116,13,,,36,,7
Illinois,Perry,12,11,,,,,
Illinois,Piatt,,,,,,,
Illinois,Pike,,,,,,,
Illinois,Pope,,,,,,,
Illinois,Pulaski,,,,,,,
Illinois,Putnam,,,,,,,
Illinois,Randolph,13,8,,,,,
Illinois,Richland,,,,,,,
Illinois,Rock Island,52,7,,,16,,7
Illinois,Saline,14,12,,,,,
Illinois,Sangamon,106,11,,,24,,9
Illinois,Schuyler,,,,,,,
Illinois,Scott,,,,,,,
Illinois,Shelby,12,11,,,,,
Illinois,St. Clair,269,21,,,44,,11
Illinois,Stark,,,,,,,
Illinois,Stephenson,14,6,,,,,
Illinois,Tazewell,53,8,,,,,
Illinois,Union,12,14,,,,,
Illinois,Vermilion,66,17,,,51,,11
Illinois,Wabash,,,,,,,
Illinois,Warren,,,,,,,
Illinois,Washington,13,18,,,,,
Illinois,Wayne,,,,,,,
Illinois,White,,,,,,,
Illinois,Whiteside,22,8,,,,,
Illinois,Will,237,7,,,19,3,6
Illinois,Williamson,56,17,,,,,
Illinois,Winnebago,179,13,,,36,9,9
Illinois,Woodford,19,10,,,,,
Indiana,Adams,10,6,,,,,
Indiana,Allen,275,15,,,51,14,9
Indiana,Bartholomew,42,10,,,,,
Indiana,Benton,,,,,,,
Indiana,Blackford,,,,,,,
Indiana,Boone,41,12,,,,,
Indiana,Brown,15,20,,,,,
Indiana,Carroll,12,12,,,,,
Indiana,Cass,28,15,,,,,
Indiana,Clark,79,14,,,20,,14
Indiana,Clay,16,12,,,,,
Indiana,Clinton,25,15,,,,,
Indiana,Crawford,,,,,,,
Indiana,Daviess,10,6,,,,,
Indiana,Dearborn,34,14,,,,,
Indiana,Decatur,11,8,,,,,
Indiana,DeKalb,20,9,,,,,
Indiana,Delaware,77,13,,,,,
Indiana,Dubois,24,11,,,,,
Indiana,Elkhart,113,11,,,41,,10
Indiana,Fayette,11,9,,,,,
Indiana,Floyd,51,13,,,,,
Indiana,Fountain,12,15,,,,,
Indiana,Franklin,17,15,,,,,
Indiana,Fulton,,,,,,,
Indiana,Gibson,29,17,,,,,
Indiana,Grant,50,15,,,37,,14
Indiana,Greene,21,13,,,,,
Indiana,Hamilton,114,7,,,,,
Indiana,Hancock,41,11,,,,,
Indiana,Harrison,32,16,,,,,
Indiana,Hendricks,85,10,,,,,
