STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,Personal income (Thousands of dollars) ,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Minnesota,Isanti County,40596,646,448,327,121,13,512,525,0,465,11.12407817,8.11958384,3.004494326,0.322796911,12.71323219,13.0360291,1858551,17,9,,,,,
Minnesota,Itasca County,45130,79,441,502,-61,8,136,144,-4,1016,9.780330668,11.13316552,-1.352834854,0.177420965,3.016156397,3.193577361,2050854,27,12,,,,,
Minnesota,Jackson County,9846,-49,98,109,-11,7,-45,-38,0,110,9.928575047,11.04300694,-1.114431893,0.709183932,-4.559039562,-3.84985563,522440,,,,,,,
Minnesota,Kanabec County,16337,91,180,142,38,9,44,53,0,246,11.04870638,8.7162017,2.33250468,0.552435319,2.700794893,3.253230212,707443,,,,,,,
Minnesota,Kandiyohi County,43199,289,568,370,198,193,-100,93,-2,1047,13.1925815,8.593759073,4.598822423,4.482690543,-2.322637587,2.160052956,2245165,12,6,,,,,
Minnesota,Kittson County,4298,30,66,52,14,3,14,17,-1,111,15.40975951,12.14102265,3.268736867,0.700443614,3.268736867,3.969180481,198948,,,,,,,
Minnesota,Koochiching County,12229,-202,96,149,-53,3,-153,-150,1,241,7.785888078,12.08434712,-4.298459043,0.243309002,-12.40875912,-12.16545012,558399,,,,,,,
Minnesota,Lac qui Parle County,6623,-41,58,98,-40,3,-4,-1,0,154,8.730337924,14.75126063,-6.020922706,0.451569203,-0.602092271,-0.150523068,334980,,,,,,,
Minnesota,Lake County,10641,31,105,134,-29,5,58,63,-3,224,9.881887911,12.61117124,-2.729283328,0.470566091,5.458566656,5.929132747,523129,10,19,,,,,
Minnesota,Lake of the Woods County,3740,3,31,40,-9,-1,13,12,0,53,8.29209576,10.6994784,-2.40738264,-0.26748696,3.47733048,3.20984352,204421,,,,,,,
Minnesota,Le Sueur County,28887,299,343,222,121,30,148,178,0,270,11.93562418,7.725097869,4.210526316,1.043932144,5.150065246,6.19399739,1443897,,,,,,,
Minnesota,Lincoln County,5639,-29,70,75,-5,0,-24,-24,0,135,12.38171045,13.26611833,-0.884407889,0,-4.245157867,-4.245157867,263911,,,,,,,
Minnesota,Lyon County,25474,-109,343,228,115,94,-319,-225,1,901,13.43596373,8.931194547,4.50476918,3.682159156,-12.49583798,-8.81367883,1278745,15,12,,,,,
Minnesota,McLeod County,35893,66,372,325,47,5,17,22,-3,476,10.3736754,9.063022867,1.310652538,0.139431121,0.474065812,0.613496933,1778409,,,,,,,
Minnesota,Mahnomen County,5527,30,90,60,30,0,2,2,-2,79,16.32801161,10.88534107,5.442670537,0,0.362844703,0.362844703,189391,,,,,,,
Minnesota,Marshall County,9336,-47,106,86,20,2,-69,-67,0,76,11.32539131,9.188525028,2.136866286,0.213686629,-7.372188685,-7.158502057,458138,,,,,,,
Minnesota,Martin County,19683,-89,234,224,10,1,-98,-97,-2,348,11.8616145,11.3547079,0.506906603,0.05069066,-4.967684704,-4.916994044,1026083,12,7,,,,,
Minnesota,Meeker County,23222,77,268,216,52,15,11,26,-1,354,11.55994565,9.316971122,2.242974529,0.647011884,0.474475381,1.121487265,1039535,11,10,,,,,
Minnesota,Mille Lacs County,26277,177,319,268,51,7,119,126,0,524,12.18091911,10.23349944,1.947419669,0.267292896,4.543979228,4.811272123,1137451,21,16,,,,,
Minnesota,Morrison County,33386,228,345,367,-22,3,251,254,-4,529,10.36907911,11.03029574,-0.661216639,0.090165905,7.543880741,7.634046646,1409571,13,8,,,,,
Minnesota,Mower County,40062,-80,535,370,165,126,-372,-246,1,633,13.3409805,9.226472495,4.114508005,3.141987931,-9.276345319,-6.134357389,1850691,10,5,,,,,
Minnesota,Murray County,8194,-60,88,86,2,5,-68,-63,1,163,10.70038911,10.45719844,0.243190662,0.607976654,-8.26848249,-7.660505837,429637,,,,,,,
Minnesota,Nicollet County,34274,75,353,259,94,34,-53,-19,0,2832,10.31063339,7.565025631,2.745607758,0.993092168,-1.548055438,-0.55496327,1703614,13,8,,,,,
Minnesota,Nobles County,21629,-115,382,186,196,87,-399,-312,1,385,17.61464506,8.576764347,9.037880709,4.011712356,-18.39854287,-14.38683052,971791,,,,,,,
Minnesota,Norman County,6375,-104,81,90,-9,8,-103,-95,0,149,12.60308075,14.00342306,-1.400342306,1.244748716,-16.02613972,-14.78139101,238562,,,,,,,
Minnesota,Olmsted County,158293,1935,2080,1102,978,423,537,960,-3,2415,13.22099723,7.004586033,6.216411198,2.688693187,3.413305535,6.101998722,9404345,46,6,,,,,
Minnesota,Otter Tail County,58746,76,648,684,-36,31,87,118,-6,1186,11.037678,11.65088233,-0.613204333,0.528037065,1.481910472,2.009947537,2823640,45,15,,,,,
Minnesota,Pennington County,14119,-54,164,129,35,9,-98,-89,0,327,11.59338329,9.119185636,2.474197653,0.636222254,-6.927753429,-6.291531175,796474,10,14,,,,,
Minnesota,Pine County,29579,111,251,278,-27,3,137,140,-2,1640,8.501702034,9.416227751,-0.914525717,0.101613969,4.64037123,4.741985198,1140021,19,13,,,,,
Minnesota,Pipestone County,9126,-1,132,112,20,23,-43,-20,-1,205,14.46337588,12.2719553,2.191420588,2.520133677,-4.711554265,-2.191420588,494712,,,,,,,
Minnesota,Polk County,31364,-47,421,344,77,35,-158,-123,-1,1211,13.41298288,10.95977698,2.453205894,1.115093588,-5.033851055,-3.918757467,1475290,17,11,,,,,
Minnesota,Pope County,11249,154,121,122,-1,5,151,156,-1,184,10.83064805,10.92015754,-0.089509488,0.44754744,13.51593269,13.96348013,562721,,,,,,,
Minnesota,Ramsey County,550321,1449,7591,4234,3357,1880,-3770,-1890,-18,17450,13.81195113,7.703833631,6.108117501,3.420691362,-6.85957789,-3.438886529,30472787,230,8,,4,20,8,7
Minnesota,Red Lake County,4055,63,42,29,13,1,48,49,1,34,10.4386728,7.207655027,3.231017771,0.248539829,11.92991177,12.1784516,195208,,,,,,,
Minnesota,Redwood County,15170,-82,192,159,33,4,-118,-114,-1,373,12.62244428,10.45296167,2.169482611,0.262967589,-7.757543883,-7.494576293,812040,,,,,,,
Minnesota,Renville County,14548,-61,188,167,21,8,-90,-82,0,342,12.89570258,11.45522516,1.440477415,0.548753301,-6.173474637,-5.624721336,706114,,,,,,,
Minnesota,Rice County,66972,406,743,490,253,181,-25,156,-3,7305,11.12791865,7.338735042,3.789183603,2.710838862,-0.374425257,2.336413605,3003382,19,6,,,,,
Minnesota,Rock County,9315,-86,104,94,10,-5,-91,-96,0,260,11.11348579,10.04488139,1.068604403,-0.534302201,-9.724300064,-10.25860227,472250,,,,,,,
Minnesota,Roseau County,15165,7,168,123,45,6,-44,-38,0,191,11.08069782,8.112653761,2.968044059,0.395739208,-2.902087524,-2.506348316,732040,12,16,,,,,
Minnesota,St. Louis County,199070,-615,1876,2084,-208,82,-480,-398,-9,8927,9.409286404,10.45253351,-1.043247107,0.411280109,-2.407493323,-1.996213214,9605183,37,5,,,,,
Minnesota,Scott County,149013,1822,1765,677,1088,126,611,737,-3,1289,11.91746229,4.571173921,7.346288369,0.850765013,4.125535104,4.976300118,9374797,29,6,,,,,
Minnesota,Sherburne County,97238,1281,1217,533,684,20,582,602,-5,2204,12.59866974,5.517741142,7.080928596,0.207044696,6.025000647,6.232045343,4657031,,,,,,,
Minnesota,Sibley County,14865,-132,167,131,36,6,-174,-168,0,230,11.18478334,8.773692318,2.411091019,0.401848503,-11.65360659,-11.25175809,712647,110,11,,,,,
Minnesota,Stearns County,161075,1419,2039,1044,995,556,-127,429,-5,7231,12.71470485,6.510128425,6.204576421,3.467079889,-0.79194091,2.675138979,7648323,58,7,,,,,
Minnesota,Steele County,36649,-89,391,308,83,-6,-166,-172,0,594,10.65583823,8.393857223,2.261981005,-0.163516699,-4.52396201,-4.687478709,1740015,,,,,,,
Minnesota,Stevens County,9805,53,131,78,53,31,-30,1,-1,926,13.39673774,7.97668354,5.420054201,3.170220381,-3.067955208,0.102265174,459920,,,,,,,
Minnesota,Swift County,9266,-57,112,98,14,4,-74,-70,-1,150,12.05013718,10.54387003,1.506267147,0.430362042,-7.961697778,-7.531335736,452936,,,,,,,
Minnesota,Todd County,24664,94,321,204,117,-6,-16,-22,-1,346,13.03976927,8.286956169,4.752813097,-0.243734005,-0.649957347,-0.893691352,1065967,13,11,,,,,
Minnesota,Traverse County,3259,-32,37,38,-1,1,-34,-33,2,100,11.29770992,11.60305344,-0.305343511,0.305343512,-10.38167939,-10.07633588,167846,,,,,,,
Minnesota,Wabasha County,21627,-18,235,186,49,4,-72,-68,1,246,10.86152708,8.596783139,2.264743945,0.184877057,-3.327787022,-3.142909965,1057921,,,,,,,
Minnesota,Wadena County,13682,-41,186,177,9,1,-49,-48,-2,482,13.5741653,12.91735085,0.65681445,0.072979383,-3.575989783,-3.5030104,548268,13,19,,,,,
Minnesota,Waseca County,18612,-52,204,149,55,-4,-103,-107,0,949,10.94538041,7.994420002,2.950960404,-0.214615302,-5.526344028,-5.74095933,782179,,,,,,,
Minnesota,Washington County,262440,3541,2722,1712,1010,124,2420,2544,-13,3474,10.44234174,6.567703548,3.874638191,0.475698154,9.283786557,9.759484712,18245390,74,6,,,,,
Minnesota,Watonwan County,10897,-110,162,113,49,43,-203,-160,1,150,14.79181885,10.31775018,4.474068663,3.926223521,-18.53542732,-14.6092038,492166,,,,,,,
Minnesota,Wilkin County,6207,-37,73,83,-10,-5,-23,-28,1,152,11.72596579,13.33226247,-1.606296683,-0.803148341,-3.694482371,-4.497630712,321401,,,,,,,
Minnesota,Winona County,50484,-251,456,440,16,25,-292,-267,0,3915,9.010166076,8.694019898,0.316146178,0.493978403,-5.76966775,-5.275689347,2452773,19,7,,,,,
Minnesota,Wright County,138377,2064,1734,832,902,41,1132,1173,-11,1105,12.62514107,6.057737814,6.567403255,0.29851833,8.242018275,8.540536605,7209035,44,7,,,,,
Minnesota,Yellow Medicine County,9709,-90,108,95,13,2,-104,-102,-1,290,11.07238056,9.739594013,1.332786549,0.205044085,-10.66229239,-10.45724831,526491,,,,,,,
Mississippi,Adams County,30693,-351,340,429,-89,151,-414,-263,1,2347,11.01446458,13.89766267,-2.883198082,4.891718095,-13.4117304,-8.52001231,1081003,48,31,,,40,,26
Mississippi,Alcorn County,36953,143,411,457,-46,-7,197,190,-1,788,11.14379838,12.39103616,-1.247237775,-0.189797053,5.341431341,5.151634288,1356583,47,25,,,64,,19
Mississippi,Amite County,12297,-30,125,145,-20,-2,-7,-9,-1,113,10.15269656,11.77712801,-1.624431449,-0.162443145,-0.568551007,-0.730994152,435929,,,,,,,
Mississippi,Attala County,18174,-154,221,233,-12,0,-141,-141,-1,345,12.10892554,12.76642376,-0.657498219,0,-7.725604076,-7.725604076,629005,20,22,,,,,
Mississippi,Benton County,8259,16,88,92,-4,-3,23,20,0,78,10.66537389,11.15016362,-0.484789722,-0.363592292,2.787540904,2.423948612,260040,,,,,,,
Mississippi,Bolivar County,30628,-487,405,398,7,23,-519,-496,2,1395,13.11889607,12.89214972,0.226746352,0.745023727,-16.81162237,-16.06659864,1170275,37,23,,,23,,23
Mississippi,Calhoun County,14361,-71,165,167,-2,7,-75,-68,-1,212,11.46111902,11.60004168,-0.138922655,0.486229292,-5.209599555,-4.723370264,483958,,,,,,,
Mississippi,Carroll County,9947,27,84,101,-17,-2,46,44,0,376,8.456233956,10.16761464,-1.711380682,-0.201338904,4.630794785,4.429455882,378240,13,26,,,,,
Mississippi,Chickasaw County,17103,3,231,200,31,19,-45,-26,-2,505,13.50758705,11.69488057,1.812706488,1.111013654,-2.631348127,-1.520334474,616448,15,17,,,,,
Mississippi,Choctaw County,8210,-55,80,106,-26,1,-28,-27,-2,122,9.71168437,12.86798179,-3.15629742,0.121396055,-3.39908953,-3.277693475,286685,13,31,,,,,
Mississippi,Claiborne County,8988,-84,113,101,12,1,-98,-97,1,1293,12.51384275,11.18493909,1.328903655,0.110741971,-10.85271318,-10.74197121,284157,11,24,,,,,
Mississippi,Clarke County,15541,-44,199,202,-3,0,-40,-40,-1,52,12.78673778,12.97950267,-0.192764891,0,-2.570198548,-2.570198548,600234,16,20,,,,,
Mississippi,Clay County,19316,-88,209,230,-21,4,-70,-66,-1,303,10.79545455,11.88016529,-1.084710744,0.20661157,-3.615702479,-3.409090909,745370,13,13,,,,,
Mississippi,Coahoma County,22124,-481,355,282,73,-7,-548,-555,1,724,15.87337074,12.60926915,3.26410159,-0.312996043,-24.50311878,-24.81611482,818627,42,36,,,35,,44
Mississippi,Copiah County,28065,-335,339,309,30,11,-374,-363,-2,861,12.00743824,10.94483308,1.062605154,0.38962189,-13.24714425,-12.85752236,956943,31,22,,,19,,27
Mississippi,Covington County,18636,-189,237,232,5,5,-201,-196,2,237,12.65315929,12.386215,0.266944289,0.266944289,-10.73116041,-10.46421612,694404,21,22,,,,,
Mississippi,DeSoto County,184945,3013,2121,1427,694,66,2257,2323,-4,628,11.56245826,7.779173947,3.783284316,0.359793609,12.30385115,12.66364476,7892739,161,18,,,19,,18
Mississippi,Forrest County,74897,-15,1000,764,236,154,-404,-250,-1,2987,13.35033276,10.19965423,3.150678531,2.055951245,-5.393534434,-3.337583189,2934146,79,21,,,20,,23
Mississippi,Franklin County,7713,-45,84,88,-4,3,-43,-40,-1,67,10.85902657,11.37612307,-0.517096503,0.387822377,-5.558787409,-5.170965031,275766,11,28,,,,,
Mississippi,George County,24500,390,347,249,98,2,290,292,0,608,14.27689776,10.2448056,4.032092162,0.082287595,11.9317013,12.01398889,842570,19,16,,,,,
Mississippi,Greene County,13586,-410,143,126,17,13,-444,-431,4,2606,10.36908129,9.1363933,1.232687985,0.942643753,-32.19490972,-31.25226597,393160,,,,,,,
Mississippi,Grenada County,20758,-226,247,288,-41,-3,-182,-185,0,228,11.83460304,13.79905132,-1.964448278,-0.143740118,-8.720233817,-8.863973935,759664,35,33,,,37,,31
Mississippi,Hancock County,47632,354,453,473,-20,-22,394,372,2,559,9.545885576,9.967337478,-0.421451902,-0.463597092,8.302602466,7.839005374,1727804,49,21,,,,,
Mississippi,Harrison County,208080,1796,2597,2013,584,120,1088,1208,4,5171,12.53487272,9.716095028,2.818777693,0.579200896,5.251421456,5.830622351,7949478,187,18,,,19,,20
Mississippi,Hinds County,231840,-3984,2953,2122,831,187,-5018,-4831,16,8295,12.6287249,9.074891375,3.553833522,0.799719457,-21.45985152,-20.66013206,9317660,392,33,,,36,,24
Mississippi,Holmes County,17010,-434,219,221,-2,0,-431,-431,-1,826,12.71260231,12.82869914,-0.116096825,0,-25.01886573,-25.01886573,510526,35,39,,,,,
Mississippi,Humphreys County,8064,-192,94,109,-15,2,-178,-176,-1,83,11.51960784,13.35784314,-1.838235294,0.245098039,-21.81372549,-21.56862745,280751,10,24,,,,,
Mississippi,Issaquena County,1327,20,10,15,-5,0,26,26,-1,338,7.593014427,11.38952164,-3.796507213,0,19.74183751,19.74183751,35414,,,,,,,
Mississippi,Itawamba County,23390,-71,257,254,3,8,-80,-72,-2,998,10.97095046,10.84288489,0.12806557,0.341508186,-3.415081855,-3.07357367,859938,21,18,,,,,
Mississippi,Jackson County,143617,490,1588,1430,158,76,262,338,-6,1391,11.0760818,9.974053511,1.10202829,0.530089557,1.827414,2.357503557,5543766,114,16,,,19,,16
Mississippi,Jasper County,16383,-42,182,186,-4,-2,-35,-37,-1,87,11.09485491,11.33869788,-0.243842965,-0.121921483,-2.133625945,-2.255547427,666124,14,17,,,,,
Mississippi,Jefferson County,6990,-103,81,80,1,0,-104,-104,0,357,11.50323085,11.36121565,0.142015196,0,-14.76958035,-14.76958035,248060,10,28,,,,,
Mississippi,Jefferson Davis County,11128,-87,124,159,-35,-1,-49,-50,-2,108,11.09967328,14.23264557,-3.132972296,-0.089513494,-4.386161214,-4.475674708,339767,18,32,,,,,
Mississippi,Jones County,68098,-98,883,813,70,20,-186,-166,-2,1919,12.95728352,11.9300923,1.027191219,0.293483205,-2.72939381,-2.435910605,2639707,52,15,,,12,,17
Mississippi,Kemper County,9742,9,90,113,-23,0,33,33,-1,1061,9.242618742,11.60462131,-2.362002567,0,3.388960205,3.388960205,292832,,,,,,,
Mississippi,Lafayette County,54019,477,513,395,118,19,342,361,-2,4625,9.538773347,7.344669536,2.194103811,0.353287902,6.359182232,6.712470133,2379202,29,11,,,,,
Mississippi,Lamar County,63343,706,793,438,355,34,317,351,0,395,12.58929989,6.95348468,5.635815209,0.539768217,5.032544848,5.572313066,2574837,53,17,,,20,,17
Mississippi,Lauderdale County,74125,-1113,910,861,49,-26,-1140,-1166,4,3468,12.1850793,11.52895965,0.656119655,-0.348145123,-15.26482462,-15.61296974,2946006,91,24,,,33,,17
Mississippi,Lawrence County,12586,138,145,150,-5,0,145,145,-2,0,11.58424543,11.98370217,-0.399456739,0,11.58424543,11.58424543,438337,17,27,,,,,
Mississippi,Leake County,22786,-5,299,274,25,-7,-23,-30,0,1678,13.12065296,12.0236084,1.097044562,-0.307172477,-1.009280997,-1.316453474,728607,30,26,,,,,
Mississippi,Lee County,85436,160,1121,965,156,18,-12,6,-2,1060,13.13323024,11.3055907,1.827639533,0.210881485,-0.140587656,0.070293828,3669813,77,18,,,26,,15
Mississippi,Leflore County,28183,-433,412,363,49,-5,-478,-483,1,1207,14.50729766,12.78191518,1.725382489,-0.176059438,-16.83128224,-17.00734168,1108212,55,37,,,,,
Mississippi,Lincoln County,34153,-57,413,403,10,6,-71,-65,-2,658,12.08255928,11.79000336,0.292555915,0.175533549,-2.077146995,-1.901613446,1346218,55,32,,,62,,19
Mississippi,Lowndes County,58595,-165,774,610,164,89,-417,-328,-1,1279,13.19074603,10.39580759,2.794938435,1.51676537,-7.106642239,-5.589876869,2390839,55,19,,,23,,16
Mississippi,Madison County,106272,624,1267,1107,160,121,344,465,-1,1761,11.95734239,10.44733862,1.510003775,1.141940355,3.246508116,4.388448471,6947250,87,17,,,16,,17
Mississippi,Marion County,24573,-179,278,307,-29,5,-154,-149,-1,720,11.27217435,12.44804866,-1.175874303,0.202736949,-6.244298023,-6.041561075,942603,31,25,,,25,,24
Mississippi,Marshall County,35294,-142,393,446,-53,-5,-81,-86,-3,1808,11.11268203,12.61133889,-1.498656864,-0.141382723,-2.290400113,-2.431782836,1221492,43,24,,,20,,29
Mississippi,Monroe County,35252,-291,387,413,-26,-1,-265,-266,1,399,10.93297549,11.66749064,-0.734515149,-0.028250583,-7.486404407,-7.51465499,1283546,34,19,,,,,
Mississippi,Montgomery County,9775,-219,120,151,-31,2,-189,-187,-1,97,12.14021954,15.27644292,-3.13622338,0.202336992,-19.12084577,-18.91850878,346946,18,36,,,,,
Mississippi,Neshoba County,29118,-33,435,377,58,-3,-87,-90,-1,366,14.9307522,12.93998524,1.99076696,-0.102970705,-2.98615044,-3.089121145,1099746,35,24,,,,,
Mississippi,Newton County,21018,-337,284,271,13,0,-351,-351,1,511,13.40476247,12.79116419,0.613598282,0,-16.56715361,-16.56715361,755882,17,16,,,,,
Mississippi,Noxubee County,10417,-133,161,128,33,6,-173,-167,1,157,15.3574665,12.2096628,3.147803692,0.572327944,-16.50212238,-15.92979444,363226,15,28,,,,,
Mississippi,Oktibbeha County,49587,338,548,366,182,114,42,156,0,4231,11.08907686,7.406208264,3.68286859,2.306851754,0.849892752,3.156744506,1754242,23,9,,,11,,9
Mississippi,Panola County,34192,36,487,411,76,24,-62,-38,-2,316,14.25059987,12.02668696,2.223912916,0.702288289,-1.814244747,-1.111956458,1154173,46,27,,,28,,27
Mississippi,Pearl River County,55535,212,610,681,-71,-30,315,285,-2,1339,11.00506955,12.28598748,-1.280917931,-0.541232929,5.68294575,5.141712822,2110180,49,18,,,,,
Mississippi,Perry County,11973,55,128,115,13,-3,44,41,1,102,10.71533213,9.627056214,1.08827592,-0.251140597,3.683395421,3.432254824,402057,,,,,,,
Mississippi,Pike County,39288,-92,540,531,9,4,-104,-100,-1,869,13.72858087,13.49977119,0.228809681,0.101693192,-2.644022983,-2.542329791,1244251,53,27,,,30,,23
Mississippi,Pontotoc County,32174,293,434,282,152,24,119,143,-2,233,13.55085473,8.804933261,4.745921474,0.749356022,3.715556943,4.464912965,1096006,22,14,,,,,
Mississippi,Prentiss County,25126,38,289,280,9,0,32,32,-3,750,11.51073406,11.15226829,0.358465767,0,1.274544948,1.274544948,788851,19,15,,,,,
Mississippi,Quitman County,6792,-263,80,110,-30,3,-236,-233,0,136,11.55484943,15.88791796,-4.333068535,0.433306854,-34.08680581,-33.65349895,202639,,,,,,,
Mississippi,Rankin County,155271,1021,1696,1261,435,92,498,590,-4,6250,10.9588687,8.148073959,2.810794744,0.594466934,3.217875362,3.812342297,7088627,122,16,,,11,,18
Mississippi,Scott County,28124,-195,451,312,139,20,-355,-335,1,186,15.98072392,11.05540102,4.925322892,0.708679553,-12.57906206,-11.87038251,892832,32,23,,,24,,26
Mississippi,Sharkey County,4321,-54,65,50,15,1,-70,-69,0,108,14.94940202,11.49954002,3.449862006,0.2299908,-16.09935603,-15.86936523,148092,,,,,,,
Mississippi,Simpson County,26658,-59,305,313,-8,3,-53,-50,-1,545,11.42857143,11.72833724,-0.299765808,0.112412178,-1.985948478,-1.8735363,1001931,27,20,,,,,
Mississippi,Smith County,15916,-113,186,180,6,1,-122,-121,2,119,11.64501487,11.26936923,0.375645641,0.062607607,-7.638128033,-7.575520426,571597,23,29,,,,,
Mississippi,Stone County,18336,339,204,168,36,-1,302,301,2,1267,11.22946082,9.247791264,1.981669557,-0.055046377,16.62400573,16.56895935,625748,13,14,,,,,
Mississippi,Sunflower County,25110,-1101,275,307,-32,3,-1081,-1078,9,4042,10.71686054,11.96391341,-1.247052863,0.116911206,-42.12700454,-42.01009333,775677,36,28,,,,,
Mississippi,Tallahatchie County,13809,-152,162,162,0,-7,-144,-151,-1,2426,11.66726684,11.66726684,0,-0.50414116,-10.37090385,-10.87504501,420720,15,21,,,,,
Mississippi,Tate County,28321,-26,347,320,27,-6,-45,-51,-2,1100,12.24677066,11.29385191,0.952918755,-0.211759723,-1.588197925,-1.799957648,1048151,23,16,,,,,
Mississippi,Tippah County,22015,-24,262,243,19,0,-44,-44,1,333,11.89449312,11.03191538,0.862577746,0,-1.997548463,-1.997548463,842270,27,24,,,,,
Mississippi,Tishomingo County,19383,0,195,283,-88,3,86,89,-1,283,10.06036217,14.60042305,-4.540060878,0.154774803,4.436877676,4.591652479,678887,27,28,,,,,
Mississippi,Tunica County,9632,-290,169,102,67,3,-362,-359,2,104,17.28546589,10.43264805,6.852817838,0.30684259,-37.0256725,-36.71882991,341389,12,24,,,,,
Mississippi,Union County,28815,200,355,284,71,36,94,130,-1,277,12.36287655,9.890301236,2.472575309,1.253700157,3.273550409,4.527250566,966315,20,14,,,,,
Mississippi,Walthall County,14286,-150,165,193,-28,-2,-118,-120,-2,102,11.4894506,13.43917555,-1.94972495,-0.139266068,-8.216698002,-8.355964069,464036,11,15,,,,,
Mississippi,Warren County,45381,-712,576,518,58,16,-786,-770,0,522,12.59374248,11.32562258,1.268119903,0.34982618,-17.1852111,-16.83538492,1870406,48,21,,,24,,19
Mississippi,Washington County,43909,-1127,565,608,-43,19,-1107,-1088,4,608,12.7044803,13.67136995,-0.966889651,0.427230311,-24.89178706,-24.46455675,1657757,97,42,,,47,,31
Mississippi,Wayne County,20183,-113,257,217,40,-1,-153,-154,1,137,12.69794214,10.72160874,1.976333407,-0.049408335,-7.559475283,-7.608883619,724412,26,25,,,,,
Mississippi,Webster County,9689,-99,112,151,-39,-3,-57,-60,0,55,11.50074447,15.50546799,-4.00472352,-0.308055655,-5.853057452,-6.161113108,387059,13,27,,,,,
Mississippi,Wilkinson County,8630,-151,88,122,-34,-1,-116,-117,0,1109,10.10855207,14.014129,-3.905576934,-0.11486991,-13.32490954,-13.43977945,265501,20,45,,,,,
Mississippi,Winston County,17955,-209,190,250,-60,0,-150,-150,1,459,10.52077854,13.84312966,-3.322351117,0,-8.305877793,-8.305877793,662948,17,19,,,,,
Mississippi,Yalobusha County,12108,-253,145,165,-20,-3,-231,-234,1,151,11.85173076,13.48645225,-1.634721484,-0.245208223,-18.88103314,-19.12624137,458639,,,,,,,
Mississippi,Yazoo County,29690,597,312,278,34,43,515,558,5,6966,10.61531395,9.458516918,1.156797033,1.463008013,17.52207271,18.98508072,839908,37,26,,,33,,22
Missouri,Adair County,25343,-133,267,193,74,99,-307,-208,1,2914,10.50788091,7.595584329,2.912296582,3.896180562,-12.08209528,-8.185914717,838075,16,13,,,,,
Missouri,Andrew County,17712,50,190,161,29,-2,24,22,-1,192,10.74235314,9.102730819,1.639622322,-0.113077401,1.356928818,1.243851416,806298,12,14,,,,,
Missouri,Atchison County,5143,-40,41,72,-31,2,-11,-9,0,98,7.941119504,13.94538059,-6.004261089,0.387371683,-2.130544257,-1.743172574,237120,,,,,,,
Missouri,Audrain County,25388,-35,309,272,37,4,-76,-72,0,2318,12.16272067,10.70634312,1.456377556,0.157446222,-2.991478223,-2.834032001,949972,19,15,,,,,
Missouri,Barry County,35789,77,410,403,7,7,65,72,-2,296,11.46837107,11.27256961,0.195801457,0.195801457,1.818156389,2.013957847,1279085,27,15,,,,,
Missouri,Barton County,11754,-36,133,114,19,0,-56,-56,1,90,11.29799524,9.683995923,1.61399932,0,-4.757050629,-4.757050629,413557,,,,,,,
Missouri,Bates County,16172,-132,181,171,10,-1,-140,-141,-1,311,11.14669294,10.53085355,0.615839389,-0.061583939,-8.621751447,-8.683335386,656631,,,,,,,
Missouri,Benton County,19443,146,174,305,-131,-3,279,276,1,244,8.982963345,15.74599897,-6.763035622,-0.154878678,14.40371709,14.24883841,747937,29,30,,,,,
Missouri,Bollinger County,12133,-56,127,138,-11,0,-46,-46,1,163,10.44322013,11.34775101,-0.904530877,0,-3.782583669,-3.782583669,407663,11,18,,,,,
Missouri,Boone County,180463,1402,2015,1156,859,522,22,544,-1,9033,11.20926558,6.43072507,4.778540515,2.903839521,0.122384041,3.026223562,8893837,108,12,,,39,,10
Missouri,Buchanan County,87364,-799,1068,893,175,163,-1137,-974,0,4344,12.16906801,10.17507278,1.993995226,1.857264125,-12.95527184,-11.09800771,3518677,65,15,,,,,
Missouri,Butler County,42478,-109,498,566,-68,3,-42,-39,-2,857,11.70869335,13.30747076,-1.598777406,0.070534297,-0.987480162,-0.916945865,1537854,41,19,,,,,
Missouri,Caldwell County,9020,-51,91,100,-9,2,-43,-41,-1,214,10.06025095,11.05522083,-0.994969875,0.221104417,-4.753744956,-4.532640539,349600,,,,,,,
Missouri,Callaway County,44743,-211,470,436,34,14,-260,-246,1,3683,10.47972619,9.721618337,0.758107852,0.312162057,-5.797295339,-5.485133282,1765661,31,14,,,,,
Missouri,Camden County,46305,392,381,535,-154,-12,558,546,0,774,8.26302891,11.60294086,-3.339911948,-0.260252879,12.10175888,11.841506,1791465,36,16,,,,,
Missouri,Cape Girardeau County,78871,233,899,738,161,128,-53,75,-3,3842,11.41522072,9.370893092,2.044327626,1.625303951,-0.672977417,0.952326534,3590757,66,17,,,51,,14
Missouri,Carroll County,8679,-47,84,114,-30,-2,-14,-16,-1,88,9.652398736,13.099684,-3.447285263,-0.229819018,-1.608733123,-1.83855214,405049,,,,,,,
Missouri,Carter County,5982,-101,72,89,-17,-1,-84,-85,1,40,11.93535019,14.75341898,-2.818068794,-0.165768753,-13.92457522,-14.09034397,198661,10,33,,,,,
Missouri,Cass County,105780,1011,1128,993,135,4,876,880,-4,1045,10.71484548,9.43248365,1.282361826,0.037995906,8.321103401,8.359099307,5132331,107,21,,,,,
