State,County,Average Number of guns
Arizona,Yuma,11958.53333
Arkansas,Arkansas County,1064.546667
Arkansas,Ashley,1064.546667
Arkansas,Baxter,1064.546667
Arkansas,Benton,1064.546667
Arkansas,Boone,1064.546667
Arkansas,Bradley,1064.546667
Arkansas,Calhoun,1064.546667
Arkansas,Carroll,1064.546667
Arkansas,Chicot,1064.546667
Arkansas,Clark,1064.546667
Arkansas,Clay,1064.546667
Arkansas,Cleburne,1064.546667
Arkansas,Cleveland,1064.546667
Arkansas,Columbia,1064.546667
Arkansas,Conway,1064.546667
Arkansas,Craighead,1064.546667
Arkansas,Crawford,1064.546667
Arkansas,Crittenden,1064.546667
Arkansas,Cross,1064.546667
Arkansas,Dallas,1064.546667
Arkansas,Desha,1064.546667
Arkansas,Drew,1064.546667
Arkansas,Faulkner,1064.546667
Arkansas,Franklin,1064.546667
Arkansas,Fulton,1064.546667
Arkansas,Garland,1064.546667
Arkansas,Grant,1064.546667
Arkansas,Greene,1064.546667
Arkansas,Hempstead,1064.546667
Arkansas,Hot Spring,1064.546667
Arkansas,Howard,1064.546667
Arkansas,Independence,1064.546667
Arkansas,Izard,1064.546667
Arkansas,Jackson,1064.546667
Arkansas,Jefferson,1064.546667
Arkansas,Johnson,1064.546667
Arkansas,Lafayette,1064.546667
Arkansas,Lawrence,1064.546667
Arkansas,Lee,1064.546667
Arkansas,Lincoln,1064.546667
Arkansas,Little River,1064.546667
Arkansas,Logan,1064.546667
Arkansas,Lonoke,1064.546667
Arkansas,Madison,1064.546667
Arkansas,Marion,1064.546667
Arkansas,Miller,1064.546667
Arkansas,Mississippi County,1064.546667
Arkansas,Monroe,1064.546667
Arkansas,Montgomery,1064.546667
Arkansas,Nevada County,1064.546667
Arkansas,Newton,1064.546667
Arkansas,Ouachita,1064.546667
Arkansas,Perry,1064.546667
Arkansas,Phillips,1064.546667
Arkansas,Pike,1064.546667
Arkansas,Poinsett,1064.546667
Arkansas,Polk,1064.546667
Arkansas,Pope,1064.546667
Arkansas,Prairie,1064.546667
Arkansas,Pulaski,1064.546667
Arkansas,Randolph,1064.546667
Arkansas,St. Francis,1064.546667
Arkansas,Saline,1064.546667
Arkansas,Scott,1064.546667
Arkansas,Searcy,1064.546667
Arkansas,Sebastian,1064.546667
Arkansas,Sevier,1064.546667
Arkansas,Sharp,1064.546667
Arkansas,Stone,1064.546667
Arkansas,Union,1064.546667
Arkansas,Van Buren,1064.546667
Arkansas,Washington County,1064.546667
Arkansas,White,1064.546667
Arkansas,Woodruff,1064.546667
Arkansas,Yell,1064.546667
California,Alameda,5941.758621
California,Alpine,5941.758621
California,Amador,5941.758621
California,Butte,5941.758621
California,Calaveras,5941.758621
California,Colusa,5941.758621
California,Contra Costa,5941.758621
California,Del Norte,5941.758621
California,El Dorado,5941.758621
California,Fresno,5941.758621
California,Glenn,5941.758621
California,Humboldt,5941.758621
California,Imperial,5941.758621
California,Inyo,5941.758621
California,Kern,5941.758621
California,Kings,5941.758621
California,Lake,5941.758621
California,Lassen,5941.758621
California,Los Angeles,5941.758621
California,Madera,5941.758621
California,Marin,5941.758621
California,Mariposa,5941.758621
California,Mendocino,5941.758621
California,Merced,5941.758621
California,Modoc,5941.758621
California,Mono,5941.758621
California,Monterey,5941.758621
California,Napa,5941.758621
California,Nevada County,5941.758621
California,Orange,5941.758621
California,Placer,5941.758621
California,Plumas,5941.758621
California,Riverside,5941.758621
California,Sacramento,5941.758621
California,San Benito,5941.758621
California,San Bernardino,5941.758621
California,San Diego,5941.758621
California,San Francisco,5941.758621
California,San Joaquin,5941.758621
California,San Luis Obispo,5941.758621
California,San Mateo,5941.758621
California,Santa Barbara,5941.758621
California,Santa Clara,5941.758621
California,Santa Cruz,5941.758621
California,Shasta,5941.758621
California,Sierra,5941.758621
California,Siskiyou,5941.758621
California,Solano,5941.758621
California,Sonoma,5941.758621
California,Stanislaus,5941.758621
California,Sutter,5941.758621
California,Tehama,5941.758621
California,Trinity,5941.758621
California,Tulare,5941.758621
California,Tuolumne,5941.758621
California,Ventura,5941.758621
California,Yolo,5941.758621
California,Yuba,5941.758621
Colorado,Adams,1444.296875
Colorado,Alamosa,1444.296875
Colorado,Arapahoe,1444.296875
Colorado,Archuleta,1444.296875
Colorado,Baca,1444.296875
Colorado,Bent,1444.296875
Colorado,Boulder,1444.296875
Colorado,Broomfield,1444.296875
Colorado,Chaffee,1444.296875
Colorado,Cheyenne,1444.296875
Colorado,Clear Creek,1444.296875
Colorado,Conejos,1444.296875
Colorado,Costilla,1444.296875
Colorado,Crowley,1444.296875
Colorado,Custer,1444.296875
Colorado,Delta,1444.296875
Colorado,Denver,1444.296875
Colorado,Dolores,1444.296875
Colorado,Douglas,1444.296875
Colorado,Eagle,1444.296875
Colorado,Elbert,1444.296875
Colorado,El Paso,1444.296875
Colorado,Fremont,1444.296875
Colorado,Garfield,1444.296875
Colorado,Gilpin,1444.296875
Colorado,Grand,1444.296875
Colorado,Gunnison,1444.296875
Colorado,Hinsdale,1444.296875
Colorado,Huerfano,1444.296875
Colorado,Jackson,1444.296875
Colorado,Jefferson,1444.296875
Colorado,Kiowa,1444.296875
Colorado,Kit Carson,1444.296875
Colorado,Lake,1444.296875
Colorado,La Plata,1444.296875
Colorado,Larimer,1444.296875
Colorado,Las Animas,1444.296875
Colorado,Lincoln,1444.296875
Colorado,Logan,1444.296875
Colorado,Mesa,1444.296875
Colorado,Mineral,1444.296875
Colorado,Moffat,1444.296875
Colorado,Montezuma,1444.296875
Colorado,Montrose,1444.296875
Colorado,Morgan,1444.296875
Colorado,Otero,1444.296875
Colorado,Ouray,1444.296875
Colorado,Park,1444.296875
Colorado,Phillips,1444.296875
Colorado,Pitkin,1444.296875
Colorado,Prowers,1444.296875
Colorado,Pueblo,1444.296875
Colorado,Rio Blanco,1444.296875
Colorado,Rio Grande,1444.296875
Colorado,Routt,1444.296875
Colorado,Saguache,1444.296875
Colorado,San Juan,1444.296875
Colorado,San Miguel,1444.296875
Colorado,Sedgwick,1444.296875
Colorado,Summit,1444.296875
Colorado,Teller,1444.296875
Colorado,Washington County,1444.296875
Colorado,Weld,1444.296875
Colorado,Yuma,1444.296875
Connecticut,Fairfield,10300
Connecticut,Hartford,10300
Connecticut,Litchfield,10300
Connecticut,Middlesex,10300
Connecticut,New Haven,10300
Connecticut,New London,10300
Connecticut,Tolland,10300
Connecticut,Windham,10300
Delaware,Kent,1617.333333
Delaware,New Castle,1617.333333
Delaware,Sussex,1617.333333
Florida,Alachua,5123.701493
Florida,Baker,5123.701493
Florida,Bay,5123.701493
Florida,Bradford,5123.701493
Florida,Brevard,5123.701493
Florida,Broward,5123.701493
Florida,Calhoun,5123.701493
Florida,Charlotte,5123.701493
Florida,Citrus,5123.701493
Florida,Clay,5123.701493
Florida,Collier,5123.701493
Florida,Columbia,5123.701493
Florida,DeSoto,5123.701493
Florida,Dixie,5123.701493
Florida,Duval,5123.701493
Florida,Escambia,5123.701493
Florida,Flagler,5123.701493
Florida,Franklin,5123.701493
Florida,Gadsden,5123.701493
Florida,Gilchrist,5123.701493
Florida,Glades,5123.701493
Florida,Gulf,5123.701493
Florida,Hamilton,5123.701493
Florida,Hardee,5123.701493
Florida,Hendry,5123.701493
Florida,Hernando,5123.701493
Florida,Highlands,5123.701493
Florida,Hillsborough,5123.701493
Florida,Holmes,5123.701493
Florida,Indian River,5123.701493
Florida,Jackson,5123.701493
Florida,Jefferson,5123.701493
Florida,Lafayette,5123.701493
Florida,Lake,5123.701493
Florida,Lee,5123.701493
Florida,Leon,5123.701493
Florida,Levy,5123.701493
Florida,Liberty,5123.701493
Florida,Madison,5123.701493
Florida,Manatee,5123.701493
Florida,Marion,5123.701493
Florida,Martin,5123.701493
Florida,Miami-Dade,5123.701493
Florida,Monroe,5123.701493
Florida,Nassau,5123.701493
Florida,Okaloosa,5123.701493
Florida,Okeechobee,5123.701493
Florida,Orange,5123.701493
Florida,Osceola,5123.701493
Florida,Palm Beach,5123.701493
Florida,Pasco,5123.701493
Florida,Pinellas,5123.701493
Florida,Polk,5123.701493
Florida,Putnam,5123.701493
Florida,St. Johns,5123.701493
Florida,St. Lucie,5123.701493
Florida,Santa Rosa,5123.701493
Florida,Sarasota,5123.701493
Florida,Seminole,5123.701493
Florida,Sumter,5123.701493
Florida,Suwannee,5123.701493
Florida,Taylor,5123.701493
Florida,Union,5123.701493
Florida,Volusia,5123.701493
Florida,Wakulla,5123.701493
Florida,Walton,5123.701493
Florida,Washington County,5123.701493
Georgia,Appling,1195.283019
Georgia,Atkinson,1195.283019
Georgia,Bacon,1195.283019
Georgia,Baker,1195.283019
Georgia,Baldwin,1195.283019
Georgia,Banks,1195.283019
Georgia,Barrow,1195.283019
Georgia,Bartow,1195.283019
Georgia,Ben Hill,1195.283019
Georgia,Berrien,1195.283019
Georgia,Bibb,1195.283019
Georgia,Bleckley,1195.283019
Georgia,Brantley,1195.283019
Georgia,Brooks,1195.283019
Georgia,Bryan,1195.283019
Georgia,Bulloch,1195.283019
Georgia,Burke,1195.283019
Georgia,Butts,1195.283019
Georgia,Calhoun,1195.283019
Georgia,Camden,1195.283019
Georgia,Candler,1195.283019
Georgia,Carroll,1195.283019
Georgia,Catoosa,1195.283019
Georgia,Charlton,1195.283019
Georgia,Chatham,1195.283019
Georgia,Chattahoochee,1195.283019
Georgia,Chattooga,1195.283019
Georgia,Cherokee,1195.283019
Georgia,Clarke,1195.283019
Georgia,Clay,1195.283019
Georgia,Clayton,1195.283019
Georgia,Clinch,1195.283019
Georgia,Cobb,1195.283019
Georgia,Coffee,1195.283019
Georgia,Colquitt,1195.283019
Georgia,Columbia,1195.283019
Georgia,Cook,1195.283019
Georgia,Coweta,1195.283019
Georgia,Crawford,1195.283019
Georgia,Crisp,1195.283019
Georgia,Dade,1195.283019
Georgia,Dawson,1195.283019
Georgia,De Kalb,1195.283019
Georgia,Decatur,1195.283019
Georgia,Dodge,1195.283019
Georgia,Dooly,1195.283019
Georgia,Dougherty,1195.283019
Georgia,Douglas,1195.283019
Georgia,Early,1195.283019
Georgia,Echols,1195.283019
Georgia,Effingham,1195.283019
Georgia,Elbert,1195.283019
Georgia,Emanuel,1195.283019
Georgia,Evans,1195.283019
Georgia,Fannin,1195.283019
Georgia,Fayette,1195.283019
Georgia,Floyd,1195.283019
Georgia,Forsyth,1195.283019
Georgia,Franklin,1195.283019
Georgia,Fulton,1195.283019
Georgia,Gilmer,1195.283019
Georgia,Glascock,1195.283019
Georgia,Glynn,1195.283019
Georgia,Gordon,1195.283019
Georgia,Grady,1195.283019
Georgia,Greene,1195.283019
Georgia,Gwinnett,1195.283019
Georgia,Habersham,1195.283019
Georgia,Hall,1195.283019
Georgia,Hancock,1195.283019
Georgia,Haralson,1195.283019
Georgia,Harris,1195.283019
Georgia,Hart,1195.283019
Georgia,Heard,1195.283019
Georgia,Henry,1195.283019
Georgia,Houston,1195.283019
Georgia,Irwin,1195.283019
Georgia,Jackson,1195.283019
Georgia,Jasper,1195.283019
Georgia,Jeff Davis,1195.283019
Georgia,Jefferson,1195.283019
Georgia,Jenkins,1195.283019
Georgia,Johnson,1195.283019
Georgia,Jones,1195.283019
Georgia,Lamar,1195.283019
Georgia,Lanier,1195.283019
Georgia,Laurens,1195.283019
Georgia,Lee,1195.283019
Georgia,Liberty,1195.283019
Georgia,Lincoln,1195.283019
Georgia,Long,1195.283019
Georgia,Lowndes,1195.283019
Georgia,Lumpkin,1195.283019
Georgia,Macon,1195.283019
Georgia,Madison,1195.283019
Georgia,Marion,1195.283019
Georgia,McDuffie,1195.283019
Georgia,McIntosh,1195.283019
Georgia,Meriwether,1195.283019
Georgia,Miller,1195.283019
Georgia,Mitchell,1195.283019
Georgia,Monroe,1195.283019
Georgia,Montgomery,1195.283019
Georgia,Morgan,1195.283019
Georgia,Murray,1195.283019
Georgia,Muscogee,1195.283019
Georgia,Newton,1195.283019
Georgia,Oconee,1195.283019
Georgia,Oglethorpe,1195.283019
Georgia,Paulding,1195.283019
Georgia,Peach,1195.283019
Georgia,Pickens,1195.283019
Georgia,Pierce,1195.283019
Georgia,Pike,1195.283019
Georgia,Polk,1195.283019
Georgia,Pulaski,1195.283019
Georgia,Putnam,1195.283019
Georgia,Quitman,1195.283019
Georgia,Rabun,1195.283019
Georgia,Randolph,1195.283019
Georgia,Richmond,1195.283019
Georgia,Rockdale,1195.283019
Georgia,Schley,1195.283019
Georgia,Screven,1195.283019
Georgia,Seminole,1195.283019
Georgia,Spalding,1195.283019
Georgia,Stephens,1195.283019
Georgia,Stewart,1195.283019
Georgia,Sumter,1195.283019
Georgia,Talbot,1195.283019
Georgia,Taliaferro,1195.283019
Georgia,Tattnall,1195.283019
Georgia,Taylor,1195.283019
Georgia,Telfair,1195.283019
Georgia,Terrell,1195.283019
Georgia,Thomas,1195.283019
Georgia,Tift,1195.283019
Georgia,Toombs,1195.283019
Georgia,Towns,1195.283019
Georgia,Treutlen,1195.283019
Georgia,Troup,1195.283019
Georgia,Turner,1195.283019
Georgia,Twiggs,1195.283019
Georgia,Union,1195.283019
Georgia,Upson,1195.283019
Georgia,Walker,1195.283019
Georgia,Walton,1195.283019
Georgia,Ware,1195.283019
Georgia,Warren,1195.283019
Georgia,Washington County,1195.283019
Georgia,Wayne,1195.283019
Georgia,Webster,1195.283019
Georgia,Wheeler,1195.283019
Georgia,White,1195.283019
Georgia,Whitfield,1195.283019
Georgia,Wilcox,1195.283019
Georgia,Wilkes,1195.283019
Georgia,Wilkinson,1195.283019
Georgia,Worth,1195.283019
Hawaii,Hawaii County,1571.8
Hawaii,Honolulu,1571.8
Hawaii,Kalawao,1571.8
Hawaii,Kauai,1571.8
Hawaii,Maui,1571.8
Idaho,Ada,1126.5
Idaho,Adams,1126.5
Idaho,Bannock,1126.5
Idaho,Bear Lake,1126.5
Idaho,Benewah,1126.5
Idaho,Bingham,1126.5
Idaho,Blaine,1126.5
Idaho,Boise,1126.5
Idaho,Bonner,1126.5
Idaho,Bonneville,1126.5
Idaho,Boundary,1126.5
Idaho,Butte,1126.5
Idaho,Camas,1126.5
Idaho,Canyon,1126.5
Idaho,Caribou,1126.5
Idaho,Cassia,1126.5
Idaho,Clark,1126.5
Idaho,Clearwater,1126.5
Idaho,Custer,1126.5
Idaho,Elmore,1126.5
Idaho,Franklin,1126.5
Idaho,Fremont,1126.5
Idaho,Gem,1126.5
Idaho,Gooding,1126.5
Idaho,Idaho County,1126.5
Idaho,Jefferson,1126.5
Idaho,Jerome,1126.5
Idaho,Kootenai,1126.5
Idaho,Latah,1126.5
Idaho,Lemhi,1126.5
Idaho,Lewis,1126.5
Idaho,Lincoln,1126.5
Idaho,Madison,1126.5
Idaho,Minidoka,1126.5
Idaho,Nez Perce,1126.5
Idaho,Oneida,1126.5
Idaho,Owyhee,1126.5
Idaho,Payette,1126.5
Idaho,Power,1126.5
Idaho,Shoshone,1126.5
Idaho,Teton,1126.5
Idaho,Twin Falls,1126.5
Idaho,Valley,1126.5
Idaho,Washington County,1126.5
Illinois,Adams,1436.147059
Illinois,Alexander,1436.147059
Illinois,Bond,1436.147059
Illinois,Boone,1436.147059
Illinois,Brown,1436.147059
Illinois,Bureau,1436.147059
Illinois,Calhoun,1436.147059
Illinois,Carroll,1436.147059
Illinois,Cass,1436.147059
Illinois,Champaign,1436.147059
Illinois,Christian,1436.147059
Illinois,Clark,1436.147059
Illinois,Clay,1436.147059
Illinois,Clinton,1436.147059
Illinois,Coles,1436.147059
Illinois,Cook,1436.147059
Illinois,Crawford,1436.147059
Illinois,Cumberland,1436.147059
Illinois,DeKalb,1436.147059
Illinois,De Witt,1436.147059
Illinois,Douglas,1436.147059
Illinois,DuPage,1436.147059
Illinois,Edgar,1436.147059
Illinois,Edwards,1436.147059
Illinois,Effingham,1436.147059
Illinois,Fayette,1436.147059
Illinois,Ford,1436.147059
Illinois,Franklin,1436.147059
Illinois,Fulton,1436.147059
Illinois,Gallatin,1436.147059
Illinois,Greene,1436.147059
Illinois,Grundy,1436.147059
Illinois,Hamilton,1436.147059
Illinois,Hancock,1436.147059
Illinois,Hardin,1436.147059
Illinois,Henderson,1436.147059
Illinois,Henry,1436.147059
Illinois,Iroquois,1436.147059
Illinois,Jackson,1436.147059
Illinois,Jasper,1436.147059
Illinois,Jefferson,1436.147059
Illinois,Jersey,1436.147059
Illinois,Jo Daviess,1436.147059
Illinois,Johnson,1436.147059
Illinois,Kane,1436.147059
Illinois,Kankakee,1436.147059
Illinois,Kendall,1436.147059
Illinois,Knox,1436.147059
Illinois,La Salle,1436.147059
Illinois,Lake,1436.147059
Illinois,Lawrence,1436.147059
Illinois,Lee,1436.147059
Illinois,Livingston,1436.147059
Illinois,Logan,1436.147059
Illinois,McDonough,1436.147059
Illinois,McHenry,1436.147059
Illinois,McLean,1436.147059
Illinois,Macon,1436.147059
Illinois,Macoupin,1436.147059
Illinois,Madison,1436.147059
Illinois,Marion,1436.147059
Illinois,Marshall,1436.147059
Illinois,Mason,1436.147059
Illinois,Massac,1436.147059
Illinois,Menard,1436.147059
Illinois,Mercer,1436.147059
Illinois,Monroe,1436.147059
Illinois,Montgomery,1436.147059
Illinois,Morgan,1436.147059
Illinois,Moultrie,1436.147059
Illinois,Ogle,1436.147059
Illinois,Peoria,1436.147059
Illinois,Perry,1436.147059
Illinois,Piatt,1436.147059
Illinois,Pike,1436.147059
Illinois,Pope,1436.147059
Illinois,Pulaski,1436.147059
Illinois,Putnam,1436.147059
Illinois,Randolph,1436.147059
Illinois,Richland,1436.147059
Illinois,Rock Island,1436.147059
Illinois,Saline,1436.147059
Illinois,Sangamon,1436.147059
Illinois,Schuyler,1436.147059
Illinois,Scott,1436.147059
Illinois,Shelby,1436.147059
Illinois,St. Clair,1436.147059
Illinois,Stark,1436.147059
Illinois,Stephenson,1436.147059
Illinois,Tazewell,1436.147059
Illinois,Union,1436.147059
Illinois,Vermilion,1436.147059
Illinois,Wabash,1436.147059
Illinois,Warren,1436.147059
Illinois,Washington County,1436.147059
Illinois,Wayne,1436.147059
Illinois,White,1436.147059
Illinois,Whiteside,1436.147059
Illinois,Will,1436.147059
Illinois,Williamson,1436.147059
Illinois,Winnebago,1436.147059
Illinois,Woodford,1436.147059
Indiana,Adams,1239.336957
Indiana,Allen,1239.336957
Indiana,Bartholomew,1239.336957
Indiana,Benton,1239.336957
Indiana,Blackford,1239.336957
Indiana,Boone,1239.336957
Indiana,Brown,1239.336957
Indiana,Carroll,1239.336957
Indiana,Cass,1239.336957
Indiana,Clark,1239.336957
Indiana,Clay,1239.336957
Indiana,Clinton,1239.336957
Indiana,Crawford,1239.336957
Indiana,Daviess,1239.336957
Indiana,Dearborn,1239.336957
Indiana,Decatur,1239.336957
Indiana,De Kalb,1239.336957
Indiana,Delaware County,1239.336957
Indiana,Dubois,1239.336957
Indiana,Elkhart,1239.336957
Indiana,Fayette,1239.336957
Indiana,Floyd,1239.336957
Indiana,Fountain,1239.336957
Indiana,Franklin,1239.336957
Indiana,Fulton,1239.336957
Indiana,Gibson,1239.336957
Indiana,Grant,1239.336957
Indiana,Greene,1239.336957
Indiana,Hamilton,1239.336957
Indiana,Hancock,1239.336957
Indiana,Harrison,1239.336957
Indiana,Hendricks,1239.336957
Indiana,Henry,1239.336957
Indiana,Howard,1239.336957
Indiana,Huntington,1239.336957
Indiana,Jackson,1239.336957
Indiana,Jasper,1239.336957
Indiana,Jay,1239.336957
Indiana,Jefferson,1239.336957
Indiana,Jennings,1239.336957
Indiana,Johnson,1239.336957
Indiana,Knox,1239.336957
Indiana,Kosciusko,1239.336957
Indiana,La Porte,1239.336957
Indiana,Lagrange,1239.336957
Indiana,Lake,1239.336957
Indiana,Lawrence,1239.336957
Indiana,Madison,1239.336957
Indiana,Marion,1239.336957
Indiana,Marshall,1239.336957
Indiana,Martin,1239.336957
Indiana,Miami,1239.336957
Indiana,Monroe,1239.336957
Indiana,Montgomery,1239.336957
Indiana,Morgan,1239.336957
Indiana,Newton,1239.336957
Indiana,Noble,1239.336957
Indiana,Ohio County,1239.336957
Indiana,Orange,1239.336957
Indiana,Owen,1239.336957
Indiana,Parke,1239.336957
Indiana,Perry,1239.336957
Indiana,Pike,1239.336957
Indiana,Porter,1239.336957
Indiana,Posey,1239.336957
Indiana,Pulaski,1239.336957
Indiana,Putnam,1239.336957
Indiana,Randolph,1239.336957
Indiana,Ripley,1239.336957
Indiana,Rush,1239.336957
Indiana,St. Joseph,1239.336957
Indiana,Scott,1239.336957
Indiana,Shelby,1239.336957
Indiana,Spencer,1239.336957
Indiana,Starke,1239.336957
Indiana,Steuben,1239.336957
Indiana,Sullivan,1239.336957
Indiana,Switzerland,1239.336957
Indiana,Tippecanoe,1239.336957
Indiana,Tipton,1239.336957
Indiana,Union,1239.336957
Indiana,Vanderburgh,1239.336957
Indiana,Vermillion,1239.336957
Indiana,Vigo,1239.336957
Indiana,Wabash,1239.336957
Indiana,Warren,1239.336957
Indiana,Warrick,1239.336957
Indiana,Washington County,1239.336957
Indiana,Wayne,1239.336957
Indiana,Wells,1239.336957
Indiana,White,1239.336957
Indiana,Whitley,1239.336957
Iowa,Adair,287.8181818
Iowa,Adams,287.8181818
Iowa,Allamakee,287.8181818
Iowa,Appanoose,287.8181818
Iowa,Audubon,287.8181818
Iowa,Benton,287.8181818
Iowa,Black Hawk,287.8181818
Iowa,Boone,287.8181818
Iowa,Bremer,287.8181818
Iowa,Buchanan,287.8181818
Iowa,Buena Vista,287.8181818
Iowa,Butler,287.8181818
Iowa,Calhoun,287.8181818
Iowa,Carroll,287.8181818
Iowa,Cass,287.8181818
Iowa,Cedar,287.8181818
Iowa,Cerro Gordo,287.8181818
Iowa,Cherokee,287.8181818
Iowa,Chickasaw,287.8181818
Iowa,Clarke,287.8181818
Iowa,Clay,287.8181818
Iowa,Clayton,287.8181818
Iowa,Clinton,287.8181818
Iowa,Crawford,287.8181818
Iowa,Dallas,287.8181818
Iowa,Davis,287.8181818
Iowa,Decatur,287.8181818
Iowa,Delaware County,287.8181818
Iowa,Des Moines,287.8181818
Iowa,Dickinson,287.8181818
Iowa,Dubuque,287.8181818
Iowa,Emmet,287.8181818
Iowa,Fayette,287.8181818
Iowa,Floyd,287.8181818
Iowa,Franklin,287.8181818
Iowa,Fremont,287.8181818
Iowa,Greene,287.8181818
Iowa,Grundy,287.8181818
Iowa,Guthrie,287.8181818
Iowa,Hamilton,287.8181818
Iowa,Hancock,287.8181818
Iowa,Hardin,287.8181818
Iowa,Harrison,287.8181818
Iowa,Henry,287.8181818
Iowa,Howard,287.8181818
Iowa,Humboldt,287.8181818
Iowa,Ida,287.8181818
Iowa,Iowa County,287.8181818
Iowa,Jackson,287.8181818
Iowa,Jasper,287.8181818
Iowa,Jefferson,287.8181818
Iowa,Johnson,287.8181818
Iowa,Jones,287.8181818
Iowa,Keokuk,287.8181818
Iowa,Kossuth,287.8181818
Iowa,Lee,287.8181818
Iowa,Linn,287.8181818
Iowa,Louisa,287.8181818
Iowa,Lucas,287.8181818
Iowa,Lyon,287.8181818
Iowa,Madison,287.8181818
Iowa,Mahaska,287.8181818
Iowa,Marion,287.8181818
Iowa,Marshall,287.8181818
Iowa,Mills,287.8181818
Iowa,Mitchell,287.8181818
Iowa,Monona,287.8181818
Iowa,Monroe,287.8181818
Iowa,Montgomery,287.8181818
Iowa,Muscatine,287.8181818
Iowa,O'Brien,287.8181818
Iowa,Osceola,287.8181818
Iowa,Page,287.8181818
Iowa,Palo Alto,287.8181818
Iowa,Plymouth,287.8181818
Iowa,Pocahontas,287.8181818
Iowa,Polk,287.8181818
Iowa,Pottawattamie,287.8181818
Iowa,Poweshiek,287.8181818
Iowa,Ringgold,287.8181818
Iowa,Sac,287.8181818
Iowa,Scott,287.8181818
Iowa,Shelby,287.8181818
Iowa,Sioux,287.8181818
Iowa,Story,287.8181818
Iowa,Tama,287.8181818
Iowa,Taylor,287.8181818
Iowa,Union,287.8181818
Iowa,Van Buren,287.8181818
Iowa,Wapello,287.8181818
Iowa,Warren,287.8181818
Iowa,Washington County,287.8181818
Iowa,Wayne,287.8181818
Iowa,Webster,287.8181818
Iowa,Winnebago,287.8181818
Iowa,Winneshiek,287.8181818
Iowa,Woodbury,287.8181818
Iowa,Worth,287.8181818
Iowa,Wright,287.8181818
Kansas,Allen,501.2761905
Kansas,Anderson,501.2761905
Kansas,Atchison,501.2761905
Kansas,Barber,501.2761905
Kansas,Barton,501.2761905
Kansas,Bourbon,501.2761905
Kansas,Brown,501.2761905
Kansas,Butler,501.2761905
Kansas,Chase,501.2761905
Kansas,Chautauqua,501.2761905
Kansas,Cherokee,501.2761905
Kansas,Cheyenne,501.2761905
Kansas,Clark,501.2761905
Kansas,Clay,501.2761905
Kansas,Cloud,501.2761905
Kansas,Coffey,501.2761905
Kansas,Comanche,501.2761905
Kansas,Cowley,501.2761905
Kansas,Crawford,501.2761905
Kansas,Decatur,501.2761905
Kansas,Dickinson,501.2761905
Kansas,Doniphan,501.2761905
Kansas,Douglas,501.2761905
Kansas,Edwards,501.2761905
Kansas,Elk,501.2761905
Kansas,Ellis,501.2761905
Kansas,Ellsworth,501.2761905
Kansas,Finney,501.2761905
Kansas,Ford,501.2761905
Kansas,Franklin,501.2761905
Kansas,Geary,501.2761905
Kansas,Gove,501.2761905
Kansas,Graham,501.2761905
Kansas,Grant,501.2761905
Kansas,Gray,501.2761905
Kansas,Greeley,501.2761905
Kansas,Greenwood,501.2761905
Kansas,Hamilton,501.2761905
Kansas,Harper,501.2761905
Kansas,Harvey,501.2761905
Kansas,Haskell,501.2761905
Kansas,Hodgeman,501.2761905
Kansas,Jackson,501.2761905
Kansas,Jefferson,501.2761905
Kansas,Jewell,501.2761905
Kansas,Johnson,501.2761905
Kansas,Kearny,501.2761905
Kansas,Kingman,501.2761905
Kansas,Kiowa,501.2761905
Kansas,Labette,501.2761905
Kansas,Lane,501.2761905
Kansas,Leavenworth,501.2761905
Kansas,Lincoln,501.2761905
Kansas,Linn,501.2761905
Kansas,Logan,501.2761905
Kansas,Lyon,501.2761905
Kansas,Marion,501.2761905
Kansas,Marshall,501.2761905
Kansas,McPherson,501.2761905
Kansas,Meade,501.2761905
Kansas,Miami,501.2761905
Kansas,Mitchell,501.2761905
Kansas,Montgomery,501.2761905
Kansas,Morris,501.2761905
Kansas,Morton,501.2761905
Kansas,Nemaha,501.2761905
Kansas,Neosho,501.2761905
Kansas,Ness,501.2761905
Kansas,Norton,501.2761905
Kansas,Osage,501.2761905
Kansas,Osborne,501.2761905
Kansas,Ottawa,501.2761905
Kansas,Pawnee,501.2761905
Kansas,Phillips,501.2761905
Kansas,Pottawatomie,501.2761905
Kansas,Pratt,501.2761905
Kansas,Rawlins,501.2761905
Kansas,Reno,501.2761905
Kansas,Republic,501.2761905
Kansas,Rice,501.2761905
Kansas,Riley,501.2761905
Kansas,Rooks,501.2761905
Kansas,Rush,501.2761905
Kansas,Russell,501.2761905
Kansas,Saline,501.2761905
Kansas,Scott,501.2761905
Kansas,Sedgwick,501.2761905
Kansas,Seward,501.2761905
Kansas,Shawnee,501.2761905
Kansas,Sheridan,501.2761905
Kansas,Sherman,501.2761905
Kansas,Smith,501.2761905
Kansas,Stafford,501.2761905
Kansas,Stanton,501.2761905
Kansas,Stevens,501.2761905
Kansas,Sumner,501.2761905
Kansas,Thomas,501.2761905
Kansas,Trego,501.2761905
Kansas,Wabaunsee,501.2761905
Kansas,Wallace,501.2761905
Kansas,Washington County,501.2761905
Kansas,Wichita,501.2761905
Kansas,Wilson,501.2761905
Kansas,Woodson,501.2761905
Kansas,Wyandotte,501.2761905
Kentucky,Adair,675.4833333
Kentucky,Allen,675.4833333
Kentucky,Anderson,675.4833333
Kentucky,Ballard,675.4833333
